Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹77,490"
Mi,Intel Core i5 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty from the Date of Purchase,"₹44,999"
MSI,Intel Core i7 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,"₹68,890"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹61,990"
ASUS,AMD Ryzen 9 Octa Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,42.16 cm (16.6 inch) Display,,1 Year International Warranty,"₹99,990"
ASUS,AMD Ryzen 9 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹99,990"
Lenovo,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Year Onsite�Warranty,"₹38,400"
realme,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Domestic Warranty,"₹46,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹63,990"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Years Onsite�Warranty,"₹46,700"
ASUS,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,32 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹40,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,05,990"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,32 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,59,990"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹77,490"
Mi,Intel Core i5 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty from the Date of Purchase,"₹44,999"
DELL,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹48,077"
ASUS,AMD Ryzen 9 Octa Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,42.16 cm (16.6 inch) Display,,1 Year International Warranty,"₹99,990"
ASUS,AMD Ryzen 9 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹99,990"
Lenovo,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Year Onsite�Warranty,"₹38,400"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹39,415"
realme,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Domestic Warranty,"₹46,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹63,990"
ASUS,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,"MyASUS, ScreenXpert, Office Home and Student 2019 with lifetime validity, McAfee Anti-virus for 1 Year, Link to MyASUS (All Models, Bluetooth Needed)",1 Year Onsite Warranty,"₹89,990"
ASUS,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,32 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹40,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,05,990"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,32 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,59,990"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹67,990"
MSI,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,"₹54,150"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 """,1 Year Onsite Warranty,"₹76,990"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹61,990"
ASUS,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹45,990"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Years Onsite�Warranty,"₹36,450"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹75,225"
ASUS,Intel Core i5 Processor (10th Gen),1 TB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹65,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,2 Years Onsite�Warranty,"₹33,990"
APPLE,Apple M2 Processor,256 GB SSD,8 GB Unified Memory RAM,Mac OS Operating System,33.78 cm (13.3 Inch) Display,,1 Year Limited Warranty,"₹1,22,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2019,2 Years Warranty,"₹33,990"
ASUS,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹47,990"
MSI,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,"₹63,600"
ASUS,Intel Core i9 Processor (12th Gen),2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,"₹3,59,990"
APPLE,Apple M2 Processor,512 GB SSD,8 GB Unified Memory RAM,Mac OS Operating System,34.54 cm (13.6 Inch) Display,,,"₹1,40,990"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹50,916"
ASUS,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹49,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹54,990"
HP,Intel Core i7 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹85,990"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,"Microsoft Office Home and Student 2021, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,"₹53,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹66,446"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹78,890"
acer,Intel Core i7 Processor (11th Gen),1 TB HDD|512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹97,500"
DELL,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹34,990"
APPLE,Apple M1 Processor,256 GB SSD,16 GB DDR4 RAM,Mac OS Operating System,33.78 cm (13.3 inch) Display,,1 Year Limited Warranty,"₹1,09,990"
DELL,Intel Pentium Quad Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹34,490"
HP,AMD Ryzen 5 Hexa Core Processor (5th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹45,500"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹64,990"
HP,AMD Athlon Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹28,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹71,990"
MSI,Intel Core i9 Processor (12th Gen),2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,2 Year On-Site & Carry-In Warranty,"₹3,89,990"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹67,070"
GIGABYTE,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty,"₹77,887"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹2,41,990"
MSI,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,"₹85,990"
Lenovo,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 2021,,"₹68,990"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹82,990"
acer,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty,"₹53,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,44,990"
ASUS,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,,"₹54,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",,"₹60,990"
ASUS,Intel Pentium Quad Core Processor,256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,,"₹28,960"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office 2021 Home & Student,2 Years Onsite�Warranty,"₹50,990"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,,,"₹62,800"
MSI,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year On-Site & Carry-In Warranty,"₹87,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Software: Win 11 + Office H&S 2021,1 Year Onsite Warranty,"₹59,990"
MSI,Intel Hexa Core i5 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Year Warranty Term for Gaming & Content Creation (EU-WE),"₹84,990"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,,"₹73,990"
acer,Intel Core i5 Processor (11th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹47,130"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,"Microsoft Office Home and Student 2021, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,"₹53,990"
DELL,AMD Ryzen 3 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹43,667"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹89,990"
APPLE,Apple M1 Processor,256 GB SSD,8 GB DDR4 RAM,Mac OS Operating System,33.78 cm (13.3 inch) Display,,,"₹92,990"
Infinix,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹29,990"
ASUS,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹35,990"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹35,990"
APPLE,Apple M1 Max Processor,1 TB SSD,32 GB Unified Memory RAM,Mac OS Operating System,41.15 cm (16.2 inch) Display,,1 Year Limited Warranty,"₹3,09,490"
ASUS,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, AppDeals, Splendid, Tru2Life, Link to MyASUS",1 Year Onsite Warranty,"₹63,990"
realme,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office 2019 Home & Student,1 Year Domestic Warranty,"₹59,990"
acer,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty,"₹53,990"
APPLE,Apple M1 Processor,256 GB SSD,8 GB DDR4 RAM,Mac OS Operating System,33.78 cm (13.3 inch) Display,,,"₹92,990"
ASUS,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹35,990"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹42,590"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹44,390"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹56,990"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹35,990"
ASUS,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, AppDeals, Splendid, Tru2Life, Link to MyASUS",1 Year Onsite Warranty,"₹63,990"
realme,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office 2019 Home & Student,1 Year Domestic Warranty,"₹59,990"
APPLE,Apple M1 Max Processor,1 TB SSD,32 GB Unified Memory RAM,Mac OS Operating System,41.15 cm (16.2 inch) Display,,1 Year Limited Warranty,"₹3,09,490"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹42,490"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹1,25,680"
Lenovo,Intel Celeron Dual Core Processor,,4 GB DDR4 RAM,Chrome Operating System,35.56 cm (14 Inch) Display,,1 Year Carry-in Warranty,"₹18,700"
HP,AMD Ryzen 3 Hexa Core Processor (4th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹64,590"
APPLE,Apple M2 Processor,256 GB SSD,8 GB Unified Memory RAM,Mac OS Operating System,34.54 cm (13.6 Inch) Display,,,"₹1,13,990"
Infinix,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹29,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,"₹1,14,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹59,890"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹88,800"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Carry-in Warranty,"₹65,490"
Infinix,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹29,990"
APPLE,Apple M1 Pro Processor,1 TB SSD,16 GB Unified Memory RAM,Mac OS Operating System,41.15 cm (16.2 inch) Display,,1 Year Limited Warranty,"₹2,42,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,49,990"
ASUS,Intel Core i7 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹65,990"
APPLE,Apple M1 Pro Processor,1 TB SSD,16 GB Unified Memory RAM,Mac OS Operating System,41.15 cm (16.2 inch) Display,,1 Year Limited Warranty,"₹2,42,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,49,990"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Carry-in Warranty,"₹65,490"
MSI,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Carry In Warranty,"₹74,990"
realme,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Domestic Warranty,"₹46,990"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹87,990"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,"₹86,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹2,11,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹67,990"
Lenovo,Intel Core i5 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,2 Years Warranty,"₹50,499"
MSI,Intel Core i9 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,40.64 cm (16 inch) Display,,2 Year On-Site Warranty,"₹2,10,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹64,990"
