Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2021,1 Year Onsite Warranty,"₹71,999"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹66,990"
ASUS,Intel Core i3 Processor (12th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹41,580"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹69,437"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,,,"₹19,990"
HP,AMD Ryzen 5 Quad Core Processor,1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹40,264"
ASUS,Intel Core i7 Processor (8th Gen),512 GB SSD,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹85,490"
HP,Intel Core i3 Processor (10th Gen),1 TB HDD,4 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1-Year Limited Warranty,"₹39,643"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹87,907"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,75,990"
DELL,Intel Pentium Gold Processor,256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹54,392"
ASUS,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹45,700"
ASUS,Intel Core i7 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹93,990"
ASUS,MediaTek Ryzen 7 Quad Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty,"₹75,000"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,,,"₹87,500"
Nokia,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty Commencing from the Date of Purchase,"₹52,490"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB LPDDR4X RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹95,490"
Lenovo,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Years Warranty,"₹36,990"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,,"₹1,04,990"
Lenovo,Intel Core i7 Processor (8th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Onsite Warranty,"₹2,44,801"
Lenovo,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Carry-In Warranty,"₹2,14,760"
Lenovo,Intel Core i5 Processor (10th Gen),512 GB HDD|512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Touchscreen Display,,3 Year Premier Support Warranty,"₹1,46,680"
ASUS,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹56,500"
HP,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,"₹89,999"
ASUS,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life",1 Year Onsite Warranty,"₹45,490"
DELL,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"Mc Afee Anti Virus 15 Months, MS Office Home& Students 2021",,"₹64,890"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹63,990"
ASUS,Intel Celeron Dual Core Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹24,540"
HP,Intel Core i5 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹56,000"
acer,Intel Core i7 Processor (11th Gen),1 TB HDD|512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,17,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹45,890"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Windows Office,,"₹70,890"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Windows 10, Microsoft(R) Office Home and S tudent 2019",,"₹69,899"
ASUS,Intel Core i5 Processor (9th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)",1 Year Onsite Warranty,"₹54,990"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 year Onsite Warranty,"₹37,990"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹79,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹72,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,2 Year Warranty by MSI,"₹1,99,490"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹61,900"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,38.86 cm (15.3 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹69,890"
DELL,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,37,500"
Lenovo,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 10 Operating System,30.48 cm (12 inch) Display,,,"₹1,63,000"
DELL,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,37,500"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,2 Year Warranty by MSI,"₹1,99,490"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹61,900"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹75,500"
DELL,AMD Ryzen 5 Quad Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2021,1 Year Onsite Warranty,"₹46,500"
DELL,Intel Pentium Quad Core Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹36,500"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹71,990"
Lenovo,Intel Core i5 Processor (10th Gen),512 GB HDD|512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Touchscreen Display,,3 Year Premier Support Warranty,"₹1,55,411"
Lenovo,AMD Athlon Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,1 Year Onsite Warranty,"₹27,490"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"Windows 10 Home, Ms-Office Home & Student 2019-Lifetime, Mcafee AntiVirus - 1 Year",1 Year Onsite Warranty,"₹34,990"
Lenovo,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 Inch) Display,,3 Year Premier Support Warranty,"₹1,74,527"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,"₹54,000"
HP,AMD Ryzen 3 Dual Core Processor (3rd Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹29,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹59,390"
ASUS,AMD Ryzen 7 Octa Core Processor (5th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Windows 10 Home, Ms-Office Home & Student 2019",1 Year Onsite Warranty by Asus,"₹86,999"
Lenovo,Intel Core i5 Processor (9th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹54,590"
HP,AMD Ryzen 3 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant",1 Year Onsite Warranty,"₹45,500"
Lenovo,AMD Athlon Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office (Trial Only),1 Year Onsite Warranty,"₹28,490"
MICROSOFT,AMD Ryzen 5 Quad Core Processor,128 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,38.1 cm (15 inch) Touchscreen Display,,1 Year Limited Hardware Warranty,"₹99,990"
HP,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,27,000"
HP,AMD Ryzen 5 Hexa Core Processor,1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹64,500"
ASUS,AMD Ryzen 7 Octa Core Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty,"₹58,000"
DELL,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹65,990"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹82,999"
Lenovo,AMD Ryzen 5 Hexa Core Processor (5th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,,"₹54,000"
ASUS,AMD Ryzen 9 Octa Core Processor (9th Gen),1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹94,500"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹62,699"
Lenovo,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹28,490"
ASUS,Intel Core i7 Processor (10th Gen),1 TB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,69,490"
MSI,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,2 Years Carry In Warranty,"₹1,35,990"
ASUS,AMD Ryzen 5 Dual Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,40.64 cm (16 inch) Display,,1 Year Warranty,"₹56,500"
Lenovo,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹39,300"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹84,900"
ASUS,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.81 cm (14.1 inch) Display,,1 Year Onsite Warranty,"₹30,390"
HP,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,08,000"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹64,000"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student",1 Year International Travelers Warranty (ITW),"₹57,500"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹70,990"
acer,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹45,900"
ASUS,Intel Core i7 Processor (8th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹98,912"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹54,615"
DELL,AMD Ryzen 7 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹59,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,38.1 cm (15 inch) Display,,,"₹46,900"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,02,000"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, Dropbox, AlexaHP Support Assistant",1 Year Onsite Warranty,"₹56,500"
Lenovo,AMD Ryzen 5 Hexa Core Processor (5th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹54,000"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,2 Year Onsite�Warranty,"₹38,000"
Avita,Intel Celeron Dual Core Processor,128 GB SSD,4 GB LPDDR4 RAM,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,,1 Years Warranty,"₹19,990"
Avita,Intel Core i5 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),"₹38,476"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,02,000"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, Dropbox, AlexaHP Support Assistant",1 Year Onsite Warranty,"₹56,500"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹92,999"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹72,990"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,"₹40,100"
DELL,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Display,,,"₹91,990"
MSI,Intel Core i7 Processor (8th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Years Carry In Warranty,"₹1,49,990"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹47,000"
ASUS,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Touchscreen Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹69,000"
Lenovo,AMD Ryzen 5 Hexa Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹54,490"
DELL,AMD Athlon Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹33,990"
acer,AMD Ryzen 3 Dual Core Processor,512 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty,"₹35,499"
HP,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹91,999"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,"₹1,18,000"
ASUS,Intel Core i5 Processor (10th Gen),1 TB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹67,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹45,890"
ASUS,Intel Pentium Quad Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹23,750"
Lenovo,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,DOS Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty,"₹36,499"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inches) Display,,1 Year Onsite Warranty,"₹69,990"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart",1 Year Domestic Brand Warranty on Device,"₹40,200"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹72,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹89,976"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",,"₹66,900"
